County,Year,Deaths,State
Arapahoe County,2012,78, CO
Armstrong County,2012,14, PA
Ascension Parish,2012,12, LA
Ashtabula County,2012,26, OH
Athens County,2012,10, OH
Atlantic County,2012,62, NJ
Augusta County,2012,11, VA
Baldwin County,2012,24, AL
Baltimore County,2012,159, MD
Baltimore city,2012,187, MD
Bannock County,2012,13, ID
Barnstable County,2012,20, MA
Barrow County,2012,10, GA
Bartow County,2012,13, GA
Bay County,2012,15, FL
Bay County,2012,21, MI
Beaver County,2012,31, PA
Bell County,2012,26, TX
Belmont County,2012,10, OH
Benton County,2012,19, AR
Benton County,2012,16, WA
Bergen County,2012,77, NJ
Berkeley County,2012,19, SC
Berkeley County,2012,27, WV
Berks County,2012,40, PA
Berkshire County,2012,16, MA
Bernalillo County,2012,190, NM
Berrien County,2012,17, MI
Bexar County,2012,193, TX
Bibb County,2012,10, GA
Blair County,2012,18, PA
Blount County,2012,15, AL
Blount County,2012,26, TN
Bonneville County,2012,15, ID
Boone County,2012,26, KY
Boone County,2012,16, MO
Boone County,2012,16, WV
Boulder County,2012,34, CO
Boyd County,2012,10, KY
Bradley County,2012,21, TN
Brazoria County,2012,36, TX
Brevard County,2012,113, FL
Bristol County,2012,113, MA
Bronx County,2012,198, NY
Broome County,2012,16, NY
Broward County,2012,228, FL
Brown County,2012,13, OH
Brown County,2012,21, WI
Brunswick County,2012,25, NC
Bryan County,2012,12, OK
Buchanan County,2012,13, VA
Bucks County,2012,125, PA
Bullitt County,2012,22, KY
Buncombe County,2012,25, NC
Burke County,2012,22, NC
Burlington County,2012,69, NJ
Butler County,2012,10, KS
Butler County,2012,90, OH
Butler County,2012,22, PA
Butte County,2012,67, CA
Cabarrus County,2012,13, NC
Cabell County,2012,24, WV
Caddo Parish,2012,14, LA
Calcasieu Parish,2012,22, LA
Caldwell County,2012,13, NC
Calhoun County,2012,34, MI
Calvert County,2012,10, MD
Cambria County,2012,30, PA
Camden County,2012,117, NJ
Cameron County,2012,15, TX
Campbell County,2012,53, KY
Cape May County,2012,23, NJ
Carroll County,2012,13, GA
Carroll County,2012,21, MD
Carter County,2012,15, OK
Carter County,2012,10, TN
Catawba County,2012,22, NC
Catoosa County,2012,20, GA
Cecil County,2012,25, MD
Centre County,2012,11, PA
Champaign County,2012,16, IL
Charles County,2012,11, MD
Charleston County,2012,30, SC
Charlotte County,2012,13, FL
Chatham County,2012,23, GA
Chaves County,2012,10, NM
Chemung County,2012,17, NY
Cherokee County,2012,20, GA
Cherokee County,2012,12, SC
Chesapeake city,2012,12, VA
Cheshire County,2012,11, NH
Chester County,2012,55, PA
Chesterfield County,2012,19, VA
Chittenden County,2012,14, VT
Christian County,2012,15, MO
Citrus County,2012,37, FL
Clackamas County,2012,22, OR
Clallam County,2012,12, WA
Clark County,2012,30, IN
Clark County,2012,17, KY
Clark County,2012,419, NV
Clark County,2012,36, OH
Clark County,2012,62, WA
Clarke County,2012,12, GA
Clay County,2012,28, FL
Clay County,2012,23, MO
Clayton County,2012,30, GA
Clermont County,2012,57, OH
Cleveland County,2012,13, NC
Cleveland County,2012,44, OK
Clinton County,2012,10, KY
Clinton County,2012,11, OH
Cobb County,2012,77, GA
Cochise County,2012,15, AZ
Cocke County,2012,11, TN
Coffee County,2012,10, TN
Collier County,2012,31, FL
Collin County,2012,66, TX
Columbia County,2012,16, FL
Columbia County,2012,12, GA
Columbiana County,2012,18, OH
Comal County,2012,12, TX
Contra Costa County,2012,122, CA
Cook County,2012,630, IL
Coweta County,2012,17, GA
Cowlitz County,2012,23, WA
Crawford County,2012,14, PA
Creek County,2012,11, OK
Cullman County,2012,12, AL
Cumberland County,2012,33, ME
Cumberland County,2012,40, NC
Cumberland County,2012,26, NJ
Cumberland County,2012,20, PA
Cumberland County,2012,13, TN
Cuyahoga County,2012,242, OH
Dakota County,2012,21, MN
Dallas County,2012,275, TX
Dane County,2012,70, WI
Dauphin County,2012,29, PA
Davidson County,2012,26, NC
Davidson County,2012,109, TN
Daviess County,2012,10, KY
Davis County,2012,47, UT
DeKalb County,2012,15, AL
DeKalb County,2012,40, GA
DeSoto County,2012,13, MS
Dearborn County,2012,11, IN
Delaware County,2012,13, IN
Delaware County,2012,17, OH
Delaware County,2012,149, PA
Denton County,2012,46, TX
Denver County,2012,120, CO
District of Columbia,2012,71, DC
Dona Ana County,2012,31, NM
Dorchester County,2012,15, SC
Dougherty County,2012,10, GA
Douglas County,2012,20, CO
Douglas County,2012,10, GA
Douglas County,2012,11, KS
Douglas County,2012,52, NE
DuPage County,2012,108, IL
Dunklin County,2012,11, MO
Durham County,2012,17, NC
Dutchess County,2012,49, NY
Duval County,2012,165, FL
East Baton Rouge Parish,2012,28, LA
Ector County,2012,13, TX
El Dorado County,2012,30, CA
El Paso County,2012,96, CO
El Paso County,2012,47, TX
Elkhart County,2012,15, IN
Erie County,2012,87, NY
Erie County,2012,12, OH
Erie County,2012,43, PA
Escambia County,2012,25, FL
Essex County,2012,125, MA
Essex County,2012,95, NJ
Estill County,2012,11, KY
Fairfax County,2012,55, VA
Fairfield County,2012,68, CT
Fairfield County,2012,19, OH
Faulkner County,2012,11, AR
Fayette County,2012,44, KY
Fayette County,2012,14, PA
Fayette County,2012,21, WV
Flathead County,2012,11, MT
Floyd County,2012,14, GA
Floyd County,2012,14, IN
Floyd County,2012,17, KY
Fond du Lac County,2012,11, WI
Forsyth County,2012,13, GA
Forsyth County,2012,39, NC
Fort Bend County,2012,16, TX
Franklin County,2012,12, MO
Franklin County,2012,232, OH
Franklin County,2012,13, PA
Franklin County,2012,11, VA
Frederick County,2012,21, MD
Fresno County,2012,67, CA
Fulton County,2012,92, GA
Galveston County,2012,36, TX
Garland County,2012,10, AR
Gaston County,2012,41, NC
Genesee County,2012,88, MI
Gloucester County,2012,76, NJ
Glynn County,2012,11, GA
Grady County,2012,18, OK
Grand Traverse County,2012,12, MI
Grant County,2012,24, IN
Grant County,2012,13, KY
Grays Harbor County,2012,11, WA
Grayson County,2012,15, TX
Greene County,2012,40, MO
Greene County,2012,10, NY
Greene County,2012,23, OH
Greene County,2012,15, TN
Greenville County,2012,73, SC
Grundy County,2012,13, IL
Guadalupe County,2012,10, TX
Guilford County,2012,46, NC
Gwinnett County,2012,47, GA
Hall County,2012,21, GA
Hamblen County,2012,22, TN
Hamilton County,2012,18, IN
Hamilton County,2012,173, OH
Hamilton County,2012,60, TN
Hampden County,2012,83, MA
Hampshire County,2012,12, MA
Hardin County,2012,11, KY
Hardin County,2012,11, TX
Harford County,2012,44, MD
Harlan County,2012,13, KY
Harnett County,2012,16, NC
Harris County,2012,366, TX
Harrison County,2012,38, MS
Harrison County,2012,14, WV
Hartford County,2012,110, CT
Haywood County,2012,17, NC
Henderson County,2012,12, NC
Hendricks County,2012,14, IN
Hennepin County,2012,134, MN
Henrico County,2012,18, VA
Henry County,2012,16, GA
Henry County,2012,11, VA
Hernando County,2012,25, FL
Hidalgo County,2012,16, TX
Highlands County,2012,11, FL
Hillsborough County,2012,185, FL
Hillsborough County,2012,60, NH
Honolulu County,2012,103, HI
Horry County,2012,31, SC
Howard County,2012,15, IN
Howard County,2012,18, MD
Hudson County,2012,68, NJ
Humboldt County,2012,41, CA
Imperial County,2012,19, CA
Indian River County,2012,17, FL
Indiana County,2012,16, PA
Ingham County,2012,27, MI
Iredell County,2012,24, NC
Island County,2012,10, WA
Jackson County,2012,11, AL
Jackson County,2012,11, GA
Jackson County,2012,10, IN
Jackson County,2012,18, MI
Jackson County,2012,107, MO
Jackson County,2012,25, MS
Jackson County,2012,41, OR
Jasper County,2012,12, MO
Jefferson County,2012,108, AL
Jefferson County,2012,75, CO
Jefferson County,2012,179, KY
Jefferson County,2012,49, MO
Jefferson County,2012,14, OH
Jefferson County,2012,10, PA
Jefferson County,2012,30, TX
Jefferson County,2012,10, WV
Jefferson Parish,2012,84, LA
Johnson County,2012,14, IN
Johnson County,2012,40, KS
Johnson County,2012,13, TX
Johnston County,2012,16, NC
Kalamazoo County,2012,19, MI
Kanawha County,2012,53, WV
Kane County,2012,41, IL
Kaufman County,2012,12, TX
Kenai Peninsula Borough,2012,11, AK
Kenosha County,2012,37, WI
Kent County,2012,28, DE
Kent County,2012,63, MI
Kent County,2012,41, RI
Kenton County,2012,52, KY
Kern County,2012,151, CA
King County,2012,261, WA
Kings County,2012,225, NY
Kitsap County,2012,20, WA
Knott County,2012,11, KY
Knox County,2012,13, KY
Knox County,2012,93, TN
Kootenai County,2012,12, ID
Kosciusko County,2012,11, IN
La Porte County,2012,15, IN
LaSalle County,2012,21, IL
Lackawanna County,2012,49, PA
Lafayette Parish,2012,31, LA
Lafourche Parish,2012,12, LA
Lake County,2012,19, CA
Lake County,2012,26, FL
Lake County,2012,69, IL
Lake County,2012,36, IN
Lake County,2012,47, OH
Lancaster County,2012,23, NE
Lancaster County,2012,50, PA
Lane County,2012,34, OR
Laramie County,2012,15, WY
Larimer County,2012,31, CO
Laurel County,2012,15, KY
Lawrence County,2012,14, PA
Lawrence County,2012,14, TN
Le Flore County,2012,10, OK
Lee County,2012,67, FL
Lehigh County,2012,44, PA
Leslie County,2012,10, KY
Letcher County,2012,11, KY
Levy County,2012,13, FL
Lexington County,2012,31, SC
Licking County,2012,13, OH
Lincoln County,2012,11, NC
Linn County,2012,18, IA
Linn County,2012,11, OR
Litchfield County,2012,21, CT
Livingston County,2012,25, MI
Livingston Parish,2012,24, LA
Logan County,2012,14, WV
Lorain County,2012,70, OH
Los Angeles County,2012,716, CA
Loudon County,2012,10, TN
Lubbock County,2012,19, TX
Lucas County,2012,90, OH
Luzerne County,2012,69, PA
Lycoming County,2012,11, PA
Macomb County,2012,188, MI
Macon County,2012,10, IL
Madera County,2012,20, CA
Madison County,2012,25, AL
Madison County,2012,56, IL
Madison County,2012,38, IN
Madison County,2012,18, KY
Mahoning County,2012,47, OH
Manatee County,2012,40, FL
Maricopa County,2012,682, AZ
Marin County,2012,37, CA
Marion County,2012,44, FL
Marion County,2012,192, IN
Marion County,2012,19, OH
Marion County,2012,41, OR
Marshall County,2012,11, AL
Martin County,2012,17, FL
Mason County,2012,14, WA
Matanuska-Susitna Borough,2012,21, AK
Maui County,2012,17, HI
Maury County,2012,15, TN
McCracken County,2012,18, KY
McCurtain County,2012,10, OK
McDowell County,2012,13, WV
McHenry County,2012,40, IL
McLean County,2012,24, IL
McLennan County,2012,20, TX
Mecklenburg County,2012,92, NC
Medina County,2012,17, OH
Merced County,2012,30, CA
Mercer County,2012,31, NJ
Mercer County,2012,19, PA
Mercer County,2012,34, WV
Mesa County,2012,14, CO
Miami County,2012,16, OH
Miami-Dade County,2012,145, FL
Middlesex County,2012,22, CT
Middlesex County,2012,167, MA
Middlesex County,2012,98, NJ
Midland County,2012,10, MI
Milwaukee County,2012,181, WI
Mingo County,2012,18, WV
Missoula County,2012,15, MT
Mobile County,2012,58, AL
Mohave County,2012,65, AZ
Monmouth County,2012,92, NJ
Monroe County,2012,18, IN
Monroe County,2012,41, MI
Monroe County,2012,72, NY
Monroe County,2012,23, PA
Monterey County,2012,37, CA
Montgomery County,2012,15, AL
Montgomery County,2012,12, IN
Montgomery County,2012,49, MD
Montgomery County,2012,168, OH
Montgomery County,2012,134, PA
Montgomery County,2012,23, TN
Montgomery County,2012,33, TX
Morgan County,2012,18, AL
Morgan County,2012,23, IN
Morris County,2012,49, NJ
Multnomah County,2012,146, OR
Murray County,2012,10, GA
Muscogee County,2012,21, GA
Muskegon County,2012,17, MI
Muskogee County,2012,12, OK
Napa County,2012,14, CA
Nash County,2012,14, NC
Nassau County,2012,16, FL
Nassau County,2012,157, NY
Natrona County,2012,12, WY
Navajo County,2012,17, AZ
Nevada County,2012,22, CA
New Castle County,2012,76, DE
New Hanover County,2012,41, NC
New Haven County,2012,109, CT
New London County,2012,43, CT
New York County,2012,198, NY
Niagara County,2012,27, NY
Nicholas County,2012,11, WV
Norfolk County,2012,88, MA
Norfolk city,2012,24, VA
Northampton County,2012,35, PA
Nueces County,2012,49, TX
Nye County,2012,12, NV
Oakland County,2012,230, MI
Ocean County,2012,103, NJ
Oconee County,2012,20, SC
Okaloosa County,2012,14, FL
Okeechobee County,2012,10, FL
Oklahoma County,2012,179, OK
Okmulgee County,2012,10, OK
Olmsted County,2012,13, MN
Onondaga County,2012,60, NY
Onslow County,2012,18, NC
Orange County,2012,320, CA
Orange County,2012,131, FL
Orange County,2012,10, NC
Orange County,2012,48, NY
Orange County,2012,14, TX
Orleans Parish,2012,65, LA
Osceola County,2012,29, FL
Oswego County,2012,13, NY
Otero County,2012,12, NM
Ouachita Parish,2012,17, LA
Palm Beach County,2012,185, FL
Parker County,2012,16, TX
Pasco County,2012,109, FL
Passaic County,2012,46, NJ
Paulding County,2012,19, GA
Pearl River County,2012,10, MS
Peoria County,2012,23, IL
Perry County,2012,16, KY
Phelps County,2012,10, MO
Philadelphia County,2012,477, PA
Pickaway County,2012,12, OH
Pickens County,2012,32, SC
Pierce County,2012,109, WA
Pike County,2012,28, KY
Pima County,2012,213, AZ
Pinal County,2012,38, AZ
Pinellas County,2012,221, FL
Pitt County,2012,16, NC
Pittsburg County,2012,14, OK
Placer County,2012,29, CA
Platte County,2012,12, MO
Plymouth County,2012,69, MA
Polk County,2012,84, FL
Polk County,2012,55, IA
Portage County,2012,17, OH
Porter County,2012,23, IN
Pottawatomie County,2012,11, OK
Preble County,2012,11, OH
Prince George's County,2012,49, MD
Prince William County,2012,28, VA
Providence County,2012,112, RI
Pueblo County,2012,34, CO
Pulaski County,2012,40, AR
Pulaski County,2012,13, KY
Putnam County,2012,15, NY
Queens County,2012,143, NY
Racine County,2012,25, WI
Raleigh County,2012,54, WV
Ramsey County,2012,59, MN
Randall County,2012,12, TX
Randolph County,2012,17, NC
Rankin County,2012,18, MS
Rensselaer County,2012,10, NY
Richland County,2012,10, OH
Richland County,2012,32, SC
Richmond County,2012,28, GA
Richmond County,2012,77, NY
Richmond city,2012,25, VA
Rio Arriba County,2012,30, NM
Riverside County,2012,298, CA
Roane County,2012,17, TN
Roanoke city,2012,13, VA
Robeson County,2012,21, NC
Rock County,2012,22, WI
Rock Island County,2012,10, IL
Rockdale County,2012,10, GA
Rockingham County,2012,14, NC
Rockingham County,2012,34, NH
Rockland County,2012,16, NY
Ross County,2012,12, OH
Rowan County,2012,26, NC
Rutherford County,2012,25, TN
Sacramento County,2012,227, CA
Saginaw County,2012,20, MI
Salem County,2012,10, NJ
Saline County,2012,11, AR
Salt Lake County,2012,248, UT
San Bernardino County,2012,196, CA
San Diego County,2012,434, CA
San Francisco County,2012,131, CA
San Joaquin County,2012,95, CA
San Juan County,2012,21, NM
San Luis Obispo County,2012,35, CA
San Mateo County,2012,56, CA
San Miguel County,2012,10, NM
Sandoval County,2012,21, NM
Sangamon County,2012,35, IL
Santa Barbara County,2012,35, CA
Santa Clara County,2012,156, CA
Santa Cruz County,2012,53, CA
Santa Fe County,2012,34, NM
Santa Rosa County,2012,10, FL
Sarasota County,2012,71, FL
Schuylkill County,2012,31, PA
Scioto County,2012,17, OH
Scott County,2012,22, IA
Scott County,2012,12, IN
Scott County,2012,10, KY
Sebastian County,2012,22, AR
Sedgwick County,2012,69, KS
Seminole County,2012,40, FL
Sevier County,2012,13, TN
Shasta County,2012,42, CA
Shawnee County,2012,13, KS
Shelby County,2012,34, AL
Shelby County,2012,118, TN
Skagit County,2012,17, WA
Smith County,2012,16, TX
Snohomish County,2012,131, WA
Solano County,2012,24, CA
Somerset County,2012,19, NJ
Somerset County,2012,13, PA
Sonoma County,2012,55, CA
Spalding County,2012,15, GA
Spartanburg County,2012,29, SC
Spokane County,2012,84, WA
Spotsylvania County,2012,11, VA
St. Charles County,2012,37, MO
St. Clair County,2012,43, IL
St. Clair County,2012,22, MI
St. Francois County,2012,25, MO
St. Johns County,2012,13, FL
St. Joseph County,2012,26, IN
St. Louis County,2012,16, MN
St. Louis County,2012,139, MO
St. Louis city,2012,66, MO
St. Lucie County,2012,29, FL
St. Tammany Parish,2012,40, LA
Stanislaus County,2012,66, CA
Stanly County,2012,10, NC
Stark County,2012,36, OH
Stephens County,2012,16, OK
Strafford County,2012,10, NH
Suffolk County,2012,112, MA
Suffolk County,2012,287, NY
Sullivan County,2012,12, NY
Sullivan County,2012,18, TN
Summit County,2012,92, OH
Sumner County,2012,14, TN
Surry County,2012,12, NC
Sussex County,2012,18, DE
Sussex County,2012,14, NJ
Sutter County,2012,12, CA
Talladega County,2012,10, AL
Taos County,2012,11, NM
Tarrant County,2012,182, TX
Taylor County,2012,10, KY
Taylor County,2012,12, TX
Tazewell County,2012,23, IL
Tazewell County,2012,13, VA
Tehama County,2012,12, CA
Terrebonne Parish,2012,18, LA
Thurston County,2012,25, WA
Tippecanoe County,2012,21, IN
Tolland County,2012,13, CT
Tompkins County,2012,11, NY
Travis County,2012,155, TX
Trumbull County,2012,34, OH
Tulare County,2012,26, CA
Tulsa County,2012,108, OK
Tuscaloosa County,2012,27, AL
Ulster County,2012,12, NY
Union County,2012,35, NJ
Utah County,2012,96, UT
Valencia County,2012,11, NM
Van Buren County,2012,10, MI
Van Zandt County,2012,11, TX
Vance County,2012,10, NC
Vanderburgh County,2012,41, IN
Venango County,2012,10, PA
Ventura County,2012,111, CA
Vermilion County,2012,10, IL
Virginia Beach city,2012,34, VA
Volusia County,2012,85, FL
Wagoner County,2012,15, OK
Wake County,2012,54, NC
Walker County,2012,23, AL
Walker County,2012,12, GA
Walton County,2012,15, GA
Walworth County,2012,13, WI
Warren County,2012,15, KY
Warren County,2012,12, NJ
Warren County,2012,33, OH
Washington County,2012,10, AR
Washington County,2012,17, MD
Washington County,2012,12, MN
Washington County,2012,49, OR
Washington County,2012,29, PA
Washington County,2012,16, RI
Washington County,2012,11, TN
Washington County,2012,23, UT
Washington County,2012,15, WI
Washington Parish,2012,10, LA
Washoe County,2012,101, NV
Washtenaw County,2012,36, MI
Waukesha County,2012,41, WI
Wayne County,2012,362, MI
Wayne County,2012,10, WV
Webb County,2012,29, TX
Weber County,2012,54, UT
Weld County,2012,19, CO
Westchester County,2012,95, NY
Westmoreland County,2012,95, PA
Whatcom County,2012,13, WA
Whitfield County,2012,16, GA
Whitley County,2012,28, KY
Wichita County,2012,18, TX
Wicomico County,2012,13, MD
Wilkes County,2012,15, NC
Will County,2012,65, IL
Williamson County,2012,13, TN
Williamson County,2012,28, TX
Wilson County,2012,12, TN
Windham County,2012,13, CT
Winnebago County,2012,77, IL
Winnebago County,2012,21, WI
Wise County,2012,13, VA
Wood County,2012,13, WV
Worcester County,2012,113, MA
Wyandotte County,2012,15, KS
Wyoming County,2012,10, PA
Wyoming County,2012,21, WV
Yakima County,2012,25, WA
Yavapai County,2012,66, AZ
Yellowstone County,2012,10, MT
Yolo County,2012,20, CA
York County,2012,19, ME
York County,2012,63, PA
York County,2012,28, SC
Yuma County,2012,32, AZ
